"Verse","Word","Proper Noun"
"050229","μετὰ",""
"050229","παρρησίας",""
"050229","πρὸς",""
"050229","ὑμᾶς",""
"050229","περὶ",""
"050229","τοῦ",""
"050229","πατριάρχου",""
"050229","Δαυίδ","TRUE,PERSON"
"050229","ὅτι",""
"050229","καὶ",""
"050229","ἐτελεύτησεν",""
"050229","καὶ",""
"050229","ἐτάφη",""
"050229","καὶ",""
"050229","τὸ",""
"050229","μνῆμα",""
"050229","αὐτοῦ",""
"050229","ἔστιν",""
"050229","ἐν",""
"050229","ἡμῖν",""
"050229","ἄχρι",""
"050229","τῆς",""
"050229","ἡμέρας",""
"050229","ταύτης",""
"050230","προφήτης",""
"050230","οὖν",""
"050230","ὑπάρχων",""
"050230","καὶ",""
"050230","εἰδὼς",""
"050230","ὅτι",""
"050230","ὅρκῳ",""
"050230","ὤμοσεν",""
"050230","αὐτῷ",""
"050230","ὁ",""
"050230","θεὸς","TRUE,DIVINE"
"050230","ἐκ",""
"050230","καρποῦ",""
"050230","τῆς",""
"050230","ὀσφύος",""
"050230","αὐτοῦ",""
"050230","καθίσαι",""
"050230","ἐπὶ",""
"050230","τὸν",""
"050230","θρόνον",""
"050230","αὐτοῦ",""
"050231","προϊδὼν",""
"050231","ἐλάλησεν",""
"050231","περὶ",""
"050231","τῆς",""
"050231","ἀναστάσεως",""
"050231","τοῦ",""
"050231","χριστοῦ","TRUE,TITLE"
"050231","ὅτι",""
"050231","οὔτε",""
"050231","ἐγκατελείφθη",""
"050231","εἰς",""
"050231","ᾅδην","TRUE,LOC"
"050231","οὔτε",""
"050231","ἡ",""
"050231","σὰρξ",""
"050231","αὐτοῦ",""
"050231","εἶδεν",""
"050231","διαφθοράν",""
"050232","τοῦτον",""
"050232","τὸν",""
"050232","Ἰησοῦν","TRUE,PERSON"
"050232","ἀνέστησεν",""
"050232","ὁ",""
"050232","θεός","TRUE,DIVINE"
"050232","οὗ",""
"050232","πάντες",""
"050232","ἡμεῖς",""
"050232","ἐσμεν",""
"050232","μάρτυρες",""
"050233","τῇ",""
"050233","δεξιᾷ",""
"050233","οὖν",""
"050233","τοῦ",""
"050233","θεοῦ","TRUE,DIVINE"
"050233","ὑψωθεὶς",""
"050233","τήν",""
"050233","τε",""
"050233","ἐπαγγελίαν",""
"050233","τοῦ",""
"050233","πνεύματος","TRUE,DIVINE"
"050233","τοῦ",""
"050233","ἁγίου","TRUE,DIVINE"
"050233","λαβὼν",""
"050233","παρὰ",""
"050233","τοῦ",""
"050233","πατρὸς","TRUE,DIVINE"
"050233","ἐξέχεεν",""
"050233","τοῦτο",""
"050233","ὃ",""
"050233","ὑμεῖς",""
"050233","βλέπετε",""
"050233","καὶ",""
"050233","ἀκούετε",""
"050234","οὐ",""
"050234","γὰρ",""
"050234","Δαυὶδ","TRUE,PERSON"
"050234","ἀνέβη",""
"050234","εἰς",""
"050234","τοὺς",""
"050234","οὐρανούς",""
"050234","λέγει",""
"050234","δὲ",""
"050234","αὐτός",""
"050234","Εἶπεν",""
"050234","ὁ",""
"050234","κύριος","TRUE,TITLE"
"050234","τῷ",""
"050234","κυρίῳ","TRUE,TITLE"
"050234","μου",""
"050234","Κάθου",""
"050234","ἐκ",""
"050234","δεξιῶν",""
"050234","μου",""
"050235","ἕως",""
"050235","ἂν",""
"050235","θῶ",""
"050235","τοὺς",""
"050235","ἐχθρούς",""
"050235","σου",""
"050235","ὑποπόδιον",""
"050235","τῶν",""
"050235","ποδῶν",""
"050235","σου",""
"050236","ἀσφαλῶς",""
"050236","οὖν",""
"050236","γινωσκέτω",""
"050236","πᾶς",""
"050236","οἶκος",""
"050236","Ἰσραὴλ","TRUE,GROUP"
"050236","ὅτι",""
"050236","καὶ",""
"050236","κύριον","TRUE,TITLE"
"050236","αὐτὸν",""
"050236","καὶ",""
"050236","χριστὸν","TRUE,TITLE"
"050236","ἐποίησεν",""
"050236","ὁ",""
"050236","θεός","TRUE,DIVINE"
"050236","τοῦτον",""
"050236","τὸν",""
"050236","Ἰησοῦν","TRUE,PERSON"
"050236","ὃν",""
"050236","ὑμεῖς",""
"050236","ἐσταυρώσατε",""
"050237","Ἀκούσαντες",""
"050237","δὲ",""
"050237","κατενύγησαν",""
"050237","τὴν",""
"050237","καρδίαν",""
"050237","εἶπόν",""
"050237","τε",""
"050237","πρὸς",""
"050237","τὸν",""
"050237","Πέτρον","TRUE,PERSON"
"050237","καὶ",""
"050237","τοὺς",""
"050237","λοιποὺς",""
"050237","ἀποστόλους","TRUE,GROUP"
"050237","Τί",""
"050237","ποιήσωμεν",""
"050237","ἄνδρες",""
"050237","ἀδελφοί",""
"050238","Πέτρος","TRUE,PERSON"
"050238","δὲ",""
"050238","πρὸς",""
"050238","αὐτούς",""
"050238","Μετανοήσατε",""
"050238","καὶ",""
"050238","βαπτισθήτω",""
"050238","ἕκαστος",""
"050238","ὑμῶν",""
"050238","ἐπὶ",""
"050238","τῷ",""
"050238","ὀνόματι",""
"050238","Ἰησοῦ","TRUE,PERSON"
"050238","Χριστοῦ","TRUE,TITLE"
"050238","εἰς",""
"050238","ἄφεσιν",""
"050238","τῶν",""
"050238","ἁμαρτιῶν",""
"050238","ὑμῶν",""
"050238","καὶ",""
"050238","λήμψεσθε",""
"050238","τὴν",""
"050238","δωρεὰν",""
"050238","τοῦ",""
"050238","ἁγίου","TRUE,DIVINE"
"050238","πνεύματος","TRUE,DIVINE"
"050239","ὑμῖν",""
"050239","γάρ",""
"050239","ἐστιν",""
"050239","ἡ",""
"050239","ἐπαγγελία",""
"050239","καὶ",""
"050239","τοῖς",""
"050239","τέκνοις",""
"050239","ὑμῶν",""
"050239","καὶ",""
"050239","πᾶσι",""
"050239","τοῖς",""
"050239","εἰς",""
"050239","μακρὰν",""
"050239","ὅσους",""
"050239","ἂν",""
"050239","προσκαλέσηται",""
"050239","κύριος","TRUE,TITLE"
"050239","ὁ",""
"050239","θεὸς","TRUE,DIVINE"
"050239","ἡμῶν",""
"050240","ἑτέροις",""
"050240","τε",""
"050240","λόγοις",""
"050240","πλείοσιν",""
"050240","διεμαρτύρατο",""
"050240","καὶ",""
"050240","παρεκάλει",""
"050240","αὐτοὺς",""
"050240","λέγων",""
"050240","Σώθητε",""
"050240","ἀπὸ",""
"050240","τῆς",""
"050240","γενεᾶς","TRUE,GROUP"
"050240","τῆς",""
"050240","σκολιᾶς",""
"050240","ταύτης",""
"050241","οἱ",""
"050241","μὲν",""
"050241","οὖν",""
"050241","ἀποδεξάμενοι",""
"050241","τὸν",""
"050241","λόγον",""
"050241","αὐτοῦ",""
"050241","ἐβαπτίσθησαν",""
"050241","καὶ",""
"050241","προσετέθησαν",""
"050241","ἐν",""
"050241","τῇ",""
"050241","ἡμέρᾳ",""
"050241","ἐκείνῃ",""
"050241","ψυχαὶ",""
"050241","ὡσεὶ",""
"050241","τρισχίλιαι",""
"050242","ἦσαν",""
"050242","δὲ",""
"050242","προσκαρτεροῦντες",""
"050242","τῇ",""
"050242","διδαχῇ",""
"050242","τῶν",""
"050242","ἀποστόλων","TRUE,GROUP"
"050242","καὶ",""
"050242","τῇ",""
"050242","κοινωνίᾳ",""
"050242","τῇ",""
"050242","κλάσει",""
"050242","τοῦ",""
"050242","ἄρτου",""
"050242","καὶ",""
"050242","ταῖς",""
"050242","προσευχαῖς",""
"050243","Ἐγίνετο",""
"050243","δὲ",""
"050243","πάσῃ",""
"050243","ψυχῇ",""
"050243","φόβος",""
"050243","πολλά",""
"050243","τε",""
"050243","τέρατα",""
"050243","καὶ",""
"050243","σημεῖα",""
"050243","διὰ",""
"050243","τῶν",""
"050243","ἀποστόλων",""
"050243","ἐγίνετο",""
"050244","πάντες",""
"050244","δὲ",""
"050244","οἱ",""
"050244","πιστεύοντες",""
"050244","ἦσαν",""
"050244","ἐπὶ",""
"050244","τὸ",""
"050244","αὐτὸ",""
"050244","καὶ",""
"050244","εἶχον",""
"050244","ἅπαντα",""
"050244","κοινά",""
"050245","καὶ",""
"050245","τὰ",""
"050245","κτήματα",""
"050245","καὶ",""
"050245","τὰς",""
"050245","ὑπάρξεις",""
"050245","ἐπίπρασκον",""
"050245","καὶ",""
"050245","διεμέριζον",""
"050245","αὐτὰ",""
"050245","πᾶσιν",""
"050245","καθότι",""
"050245","ἄν",""
"050245","τις",""
"050245","χρείαν",""
"050245","εἶχεν",""
"050246","καθ’",""
"050246","ἡμέραν",""
"050246","τε",""
"050246","προσκαρτεροῦντες",""
"050246","ὁμοθυμαδὸν",""
"050246","ἐν",""
"050246","τῷ",""
"050246","ἱερῷ",""
"050246","κλῶντές",""
"050246","τε",""
"050246","κατ’",""
"050246","οἶκον",""
"050246","ἄρτον",""
"050246","μετελάμβανον",""
"050246","τροφῆς",""
"050246","ἐν",""
"050246","ἀγαλλιάσει",""
"050246","καὶ",""
"050246","ἀφελότητι",""
"050246","καρδίας",""
"050247","αἰνοῦντες",""
"050247","τὸν",""
"050247","θεὸν","TRUE,DIVINE"
"050247","καὶ",""
"050247","ἔχοντες",""
"050247","χάριν",""
"050247","πρὸς",""
"050247","ὅλον",""
"050247","τὸν",""
"050247","λαόν",""
"050247","ὁ",""
"050247","δὲ",""
"050247","κύριος","TRUE,TITLE"
"050247","προσετίθει",""
"050247","τοὺς",""
"050247","σῳζομένους",""
"050247","καθ’",""
"050247","ἡμέραν",""
"050247","ἐπὶ",""
"050247","τὸ",""
"050247","αὐτό",""
"050301","Πέτρος","TRUE,PERSON"
"050301","δὲ",""
"050301","καὶ",""
"050301","Ἰωάννης","TRUE,PERSON"
"050301","ἀνέβαινον",""
"050301","εἰς",""
"050301","τὸ",""
"050301","ἱερὸν",""
"050301","ἐπὶ",""
"050301","τὴν",""
"050301","ὥραν","TRUE,TIME"
"050301","τῆς","TRUE,TIME"
"050301","προσευχῆς","TRUE,TIME"
"050301","τὴν",""
"050301","ἐνάτην",""
"050302","καί",""
"050302","τις",""
"050302","ἀνὴρ",""
"050302","χωλὸς",""
"050302","ἐκ",""
"050302","κοιλίας",""
"050302","μητρὸς",""
"050302","αὐτοῦ",""
"050302","ὑπάρχων",""
"050302","ἐβαστάζετο",""
"050302","ὃν",""
"050302","ἐτίθουν",""
"050302","καθ’",""
"050302","ἡμέραν",""
"050302","πρὸς",""
"050302","τὴν",""
"050302","θύραν",""
"050302","τοῦ",""
"050302","ἱεροῦ",""
"050302","τὴν",""
"050302","λεγομένην",""
"050302","Ὡραίαν","TRUE,LOC"
"050302","τοῦ",""
"050302","αἰτεῖν",""
"050302","ἐλεημοσύνην",""
"050302","παρὰ",""
"050302","τῶν",""
"050302","εἰσπορευομένων",""
"050302","εἰς",""
"050302","τὸ",""
"050302","ἱερόν",""
"050303","ὃς",""
"050303","ἰδὼν",""
"050303","Πέτρον","TRUE,PERSON"
"050303","καὶ",""
"050303","Ἰωάννην","TRUE,PERSON"
"050303","μέλλοντας",""
"050303","εἰσιέναι",""
"050303","εἰς",""
"050303","τὸ",""
"050303","ἱερὸν",""
"050303","ἠρώτα",""
"050303","ἐλεημοσύνην",""
"050303","λαβεῖν",""
"050304","ἀτενίσας",""
"050304","δὲ",""
"050304","Πέτρος","TRUE,PERSON"
"050304","εἰς",""
"050304","αὐτὸν",""
"050304","σὺν",""
"050304","τῷ",""
"050304","Ἰωάννῃ","TRUE,PERSON"
"050304","εἶπεν",""
"050304","Βλέψον",""
"050304","εἰς",""
"050304","ἡμᾶς",""
"050305","ὁ",""
"050305","δὲ",""
"050305","ἐπεῖχεν",""
"050305","αὐτοῖς",""
"050305","προσδοκῶν",""
"050305","τι",""
"050305","παρ’",""
"050305","αὐτῶν",""
"050305","λαβεῖν",""
"050306","εἶπεν",""
"050306","δὲ",""
"050306","Πέτρος","TRUE,PERSON"
"050306","Ἀργύριον",""
"050306","καὶ",""
"050306","χρυσίον",""
"050306","οὐχ",""
"050306","ὑπάρχει",""
"050306","μοι",""
"050306","ὃ",""
"050306","δὲ",""
"050306","ἔχω",""
"050306","τοῦτό",""
"050306","σοι",""
"050306","δίδωμι",""
"050306","ἐν",""
"050306","τῷ",""
"050306","ὀνόματι",""
"050306","Ἰησοῦ","TRUE,PERSON"
"050306","Χριστοῦ","TRUE,TITLE"
"050306","τοῦ",""
"050306","Ναζωραίου","TRUE,TITLE"
"050306","περιπάτει",""
"050307","καὶ",""
"050307","πιάσας",""
"050307","αὐτὸν",""
"050307","τῆς",""
"050307","δεξιᾶς",""
"050307","χειρὸς",""
"050307","ἤγειρεν",""
"050307","αὐτόν",""
"050307","παραχρῆμα",""
"050307","δὲ",""
"050307","ἐστερεώθησαν",""
"050307","αἱ",""
"050307","βάσεις",""
"050307","αὐτοῦ",""
"050307","καὶ",""
"050307","τὰ",""
"050307","σφυδρά",""
"050308","καὶ",""
"050308","ἐξαλλόμενος",""
"050308","ἔστη",""
"050308","καὶ",""
"050308","περιεπάτει",""
"050308","καὶ",""
"050308","εἰσῆλθεν",""
"050308","σὺν",""
"050308","αὐτοῖς",""
"050308","εἰς",""
"050308","τὸ",""
"050308","ἱερὸν",""
"050308","περιπατῶν",""
"050308","καὶ",""
"050308","ἁλλόμενος",""
"050308","καὶ",""
"050308","αἰνῶν",""
"050308","τὸν",""
"050308","θεόν","TRUE,DIVINE"
"050309","καὶ",""
"050309","εἶδεν",""
"050309","πᾶς",""
"050309","ὁ",""
"050309","λαὸς",""
"050309","αὐτὸν",""
"050309","περιπατοῦντα",""
"050309","καὶ",""
"050309","αἰνοῦντα",""
"050309","τὸν",""
"050309","θεόν","TRUE,DIVINE"
"050310","ἐπεγίνωσκον",""
"050310","δὲ",""
"050310","αὐτὸν",""
"050310","ὅτι",""
"050310","οὗτος",""
"050310","ἦν",""
"050310","ὁ",""
"050310","πρὸς",""
"050310","τὴν",""
"050310","ἐλεημοσύνην",""
"050310","καθήμενος",""
"050310","ἐπὶ",""
"050310","τῇ",""
"050310","Ὡραίᾳ","TRUE,LOC"
"050310","Πύλῃ",""
"050310","τοῦ",""
"050310","ἱεροῦ",""
"050310","καὶ",""
"050310","ἐπλήσθησαν",""
"050310","θάμβους",""
"050310","καὶ",""
"050310","ἐκστάσεως",""
"050310","ἐπὶ",""
"050310","τῷ",""
"050310","συμβεβηκότι",""
"050310","αὐτῷ",""
"050311","Κρατοῦντος",""
"050311","δὲ",""
"050311","αὐτοῦ",""
"050311","τὸν",""
"050311","Πέτρον","TRUE,PERSON"
"050311","καὶ",""
"050311","τὸν",""
"050311","Ἰωάννην","TRUE,PERSON"
"050311","συνέδραμεν",""
"050311","πᾶς",""
"050311","ὁ",""
"050311","λαὸς",""
"050311","πρὸς",""
"050311","αὐτοὺς",""
"050311","ἐπὶ",""
"050311","τῇ",""
"050311","στοᾷ",""
"050311","τῇ",""
"050311","καλουμένῃ",""
"050311","Σολομῶντος","TRUE,LOC"
"050311","ἔκθαμβοι",""
"050312","ἰδὼν",""
"050312","δὲ",""
"050312","ὁ",""
"050312","Πέτρος","TRUE,PERSON"
"050312","ἀπεκρίνατο",""
"050312","πρὸς",""
"050312","τὸν",""
"050312","λαόν",""
"050312","Ἄνδρες","TRUE,GROUP"
"050312","Ἰσραηλῖται","TRUE,GROUP"
"050312","τί",""
"050312","θαυμάζετε",""
"050312","ἐπὶ",""
"050312","τούτῳ",""
"050312","ἢ",""
"050312","ἡμῖν",""
"050312","τί",""
"050312","ἀτενίζετε",""
"050312","ὡς",""
"050312","ἰδίᾳ",""
"050312","δυνάμει",""
"050312","ἢ",""
"050312","εὐσεβείᾳ",""
"050312","πεποιηκόσιν",""
"050312","τοῦ",""
"050312","περιπατεῖν",""
"050312","αὐτόν",""
"050313","ὁ",""
"050313","θεὸς","TRUE,DIVINE"
"050313","Ἀβραὰμ","TRUE,PERSON"
"050313","καὶ",""
"050313","Ἰσαὰκ","TRUE,PERSON"
"050313","καὶ",""
"050313","Ἰακώβ","TRUE,PERSON"
"050313","ὁ",""
"050313","θεὸς","TRUE,DIVINE"
"050313","τῶν",""
"050313","πατέρων",""
"050313","ἡμῶν",""
"050313","ἐδόξασεν",""
"050313","τὸν",""
"050313","παῖδα",""
"050313","αὐτοῦ",""
"050313","Ἰησοῦν","TRUE,PERSON"
"050313","ὃν",""
"050313","ὑμεῖς",""
"050313","μὲν",""
"050313","παρεδώκατε",""
"050313","καὶ",""
"050313","ἠρνήσασθε",""
"050313","κατὰ",""
"050313","πρόσωπον",""
"050313","Πιλάτου","TRUE,PERSON"
"050313","κρίναντος",""
"050313","ἐκείνου",""
"050313","ἀπολύειν",""
"050314","ὑμεῖς",""
"050314","δὲ",""
"050314","τὸν",""
"050314","ἅγιον","TRUE,TITLE"
"050314","καὶ","TRUE,TITLE"
"050314","δίκαιον","TRUE,TITLE"
"050314","ἠρνήσασθε",""
"050314","καὶ",""
"050314","ᾐτήσασθε",""
"050314","ἄνδρα",""
"050314","φονέα",""
"050314","χαρισθῆναι",""
"050314","ὑμῖν",""
"050315","τὸν",""
"050315","δὲ",""
"050315","ἀρχηγὸν","TRUE,TITLE"
"050315","τῆς","TRUE,TITLE"
"050315","ζωῆς","TRUE,TITLE"
"050315","ἀπεκτείνατε",""
"050315","ὃν",""
"050315","ὁ",""
"050315","θεὸς","TRUE,DIVINE"
"050315","ἤγειρεν",""
"050315","ἐκ",""
"050315","νεκρῶν",""
"050315","οὗ",""
"050315","ἡμεῖς",""
"050315","μάρτυρές",""
"050315","ἐσμεν",""
"050316","καὶ",""
"050316","ἐπὶ",""
"050316","τῇ",""
"050316","πίστει",""
"050316","τοῦ",""
"050316","ὀνόματος",""
"050316","αὐτοῦ",""
"050316","τοῦτον",""
"050316","ὃν",""
"050316","θεωρεῖτε",""
"050316","καὶ",""
"050316","οἴδατε",""
"050316","ἐστερέωσεν",""
"050316","τὸ",""
"050316","ὄνομα",""
"050316","αὐτοῦ",""
"050316","καὶ",""
"050316","ἡ",""
"050316","πίστις",""
"050316","ἡ",""
"050316","δι’",""
"050316","αὐτοῦ",""
"050316","ἔδωκεν",""
"050316","αὐτῷ",""
"050316","τὴν",""
"050316","ὁλοκληρίαν",""
"050316","ταύτην",""
"050316","ἀπέναντι",""
"050316","πάντων",""
"050316","ὑμῶν",""
"050317","Καὶ",""
"050317","νῦν",""
"050317","ἀδελφοί",""
"050317","οἶδα",""
"050317","ὅτι",""
"050317","κατὰ",""
"050317","ἄγνοιαν",""
"050317","ἐπράξατε",""
"050317","ὥσπερ",""
"050317","καὶ",""
"050317","οἱ",""
"050317","ἄρχοντες",""
"050317","ὑμῶν",""
"050318","ὁ",""
"050318","δὲ",""
"050318","θεὸς","TRUE,DIVINE"
"050318","ἃ",""
"050318","προκατήγγειλεν",""
"050318","διὰ",""
"050318","στόματος",""
"050318","πάντων",""
"050318","τῶν",""
"050318","προφητῶν",""
"050318","παθεῖν",""
"050318","τὸν",""
"050318","χριστὸν","TRUE,TITLE"
"050318","αὐτοῦ",""
"050318","ἐπλήρωσεν",""
"050318","οὕτως",""
"050319","μετανοήσατε",""
"050319","οὖν",""
"050319","καὶ",""
"050319","ἐπιστρέψατε",""
"050319","πρὸς",""
"050319","τὸ",""
"050319","ἐξαλειφθῆναι",""
"050319","ὑμῶν",""
"050319","τὰς",""
"050319","ἁμαρτίας",""
"050320","ὅπως",""
"050320","ἂν",""
"050320","ἔλθωσιν",""
"050320","καιροὶ",""
"050320","ἀναψύξεως",""
"050320","ἀπὸ",""
"050320","προσώπου",""
"050320","τοῦ",""
"050320","κυρίου","TRUE,TITLE"
"050320","καὶ",""
"050320","ἀποστείλῃ",""
"050320","τὸν",""
"050320","προκεχειρισμένον",""
"050320","ὑμῖν",""
"050320","χριστὸν","TRUE,TITLE"
"050320","Ἰησοῦν","TRUE,PERSON"
"050321","ὃν",""
"050321","δεῖ",""
"050321","οὐρανὸν",""
"050321","μὲν",""
"050321","δέξασθαι",""
"050321","ἄχρι",""
"050321","χρόνων",""
"050321","ἀποκαταστάσεως",""
"050321","πάντων",""
"050321","ὧν",""
"050321","ἐλάλησεν",""
"050321","ὁ",""
"050321","θεὸς","TRUE,DIVINE"
"050321","διὰ",""
"050321","στόματος",""
"050321","τῶν",""
"050321","ἁγίων",""
"050321","ἀπ’",""
"050321","αἰῶνος",""
"050321","αὐτοῦ",""
"050321","προφητῶν",""
"050322","Μωϋσῆς","TRUE,PERSON"
"050322","μὲν",""
"050322","εἶπεν",""
"050322","ὅτι",""
"050322","Προφήτην",""
"050322","ὑμῖν",""
"050322","ἀναστήσει",""
"050322","κύριος","TRUE,TITLE"
"050322","ὁ",""
"050322","θεὸς","TRUE,DIVINE"
"050322","ἐκ",""
"050322","τῶν",""
"050322","ἀδελφῶν",""
"050322","ὑμῶν",""
"050322","ὡς",""
"050322","ἐμέ",""
"050322","αὐτοῦ",""
"050322","ἀκούσεσθε",""
"050322","κατὰ",""
"050322","πάντα",""
"050322","ὅσα",""
"050322","ἂν",""
"050322","λαλήσῃ",""
"050322","πρὸς",""
"050322","ὑμᾶς",""
"050323","ἔσται",""
"050323","δὲ",""
"050323","πᾶσα",""
"050323","ψυχὴ",""
"050323","ἥτις",""
"050323","ἂν",""
"050323","μὴ",""
"050323","ἀκούσῃ",""
"050323","τοῦ",""
"050323","προφήτου",""
"050323","ἐκείνου",""
"050323","ἐξολεθρευθήσεται",""
"050323","ἐκ",""
"050323","τοῦ",""
"050323","λαοῦ",""
"050324","καὶ",""
"050324","πάντες",""
"050324","δὲ",""
"050324","οἱ",""
"050324","προφῆται",""
"050324","ἀπὸ",""
"050324","Σαμουὴλ","TRUE,PERSON"
"050324","καὶ",""
"050324","τῶν",""
"050324","καθεξῆς",""
"050324","ὅσοι",""
"050324","ἐλάλησαν",""
"050324","καὶ",""
"050324","κατήγγειλαν",""
"050324","τὰς",""
"050324","ἡμέρας",""
"050324","ταύτας",""
"050325","ὑμεῖς",""
"050325","ἐστε",""
"050325","οἱ",""
"050325","υἱοὶ",""
"050325","τῶν",""
"050325","προφητῶν",""
"050325","καὶ",""
"050325","τῆς",""
"050325","διαθήκης",""
"050325","ἧς",""
"050325","διέθετο",""
"050325","ὁ",""
"050325","θεὸς","TRUE,DIVINE"
"050325","πρὸς",""
"050325","τοὺς",""
"050325","πατέρας",""
"050325","ὑμῶν",""
"050325","λέγων",""
"050325","πρὸς",""
"050325","Ἀβραάμ","TRUE,PERSON"
"050325","Καὶ",""
"050325","ἐν",""
"050325","τῷ",""
"050325","σπέρματί",""
"050325","σου",""
"050325","ἐνευλογηθήσονται",""
"050325","πᾶσαι",""
"050325","αἱ",""
"050325","πατριαὶ",""
"050325","τῆς",""
"050325","γῆς",""
"050326","ὑμῖν",""
"050326","πρῶτον",""
"050326","ἀναστήσας",""
"050326","ὁ",""
"050326","θεὸς","TRUE,DIVINE"
"050326","τὸν",""
"050326","παῖδα",""
"050326","αὐτοῦ",""
"050326","ἀπέστειλεν",""
"050326","αὐτὸν",""
"050326","εὐλογοῦντα",""
"050326","ὑμᾶς",""
"050326","ἐν",""
"050326","τῷ",""
"050326","ἀποστρέφειν",""
"050326","ἕκαστον",""
"050326","ἀπὸ",""
"050326","τῶν",""
"050326","πονηριῶν",""
"050326","ὑμῶν",""
